団体コード	都道府県名	市区町村名	性別	総数	0～4	5～9	10～14	15～19	20～24	25～29	30～34	35～39	40～44	45～49	50～54	55～59	60～64	65～69	70～74	75～79	80～
010006	北海道		女	2878510	96386	102984	112174	120658	123766	137539	154870	186208	197750	182219	179586	186254	243680	211807	191274	167627	281539
011002	北海道	札幌市	女	1024636	35681	36401	38611	42386	50993	60547	65594	75072	79286	70966	66570	65156	81305	68937	58185	48633	80313
011011	北海道	札幌市中央区	女	122720	3978	3795	3930	4251	6964	9136	9113	9892	10719	9562	8224	7141	8280	7171	6025	5329	9210
011029	北海道	札幌市北区	女	147539	5153	5761	5979	6439	8064	8454	8965	10756	11203	9807	9152	9191	11864	10021	8442	6932	11356
011037	北海道	札幌市東区	女	134763	5284	4941	5220	5547	6784	8498	9319	10305	10655	9028	8086	8059	10441	8808	7635	6070	10083
011045	北海道	札幌市白石区	女	109349	4109	3915	3810	4097	5272	7437	8098	8955	8993	7696	6889	6434	7979	6594	5924	5142	8005
011053	北海道	札幌市豊平区	女	115900	4067	3775	3965	4312	6137	7933	8566	8932	9285	8129	7541	6760	8443	7310	6288	5528	8929
011061	北海道	札幌市南区	女	76224	2117	2415	2738	3397	3398	3247	3585	4377	4834	4897	5164	5466	6997	6186	5283	4566	7557
011070	北海道	札幌市西区	女	113273	4013	4009	4168	4543	4984	6236	7296	8320	8762	8003	7312	7225	8987	7785	6738	5613	9279
011088	北海道	札幌市厚別区	女	70012	2159	2295	2827	3278	3197	3447	3481	4408	5213	4966	5012	5156	5970	5386	4313	3560	5344
011096	北海道	札幌市手稲区	女	74352	2660	2861	3070	3366	3367	3529	4067	5082	5164	4666	4869	5313	7012	5562	4334	3303	6127
011100	北海道	札幌市清田区	女	60504	2141	2634	2904	3156	2826	2630	3104	4045	4458	4212	4321	4411	5332	4114	3203	2590	4423
012025	北海道	函館市	女	149155	4350	4543	5147	5799	5673	6330	7234	8878	9830	9203	9174	10139	13357	11874	11027	9863	16734
012033	北海道	小樽市	女	69730	1735	1939	2291	2562	2629	2420	2762	3662	4161	4093	3989	4413	6608	6258	5686	5254	9268
012041	北海道	旭川市	女	186702	6101	6628	7092	7356	7638	8553	9788	11924	12591	11615	11349	12201	16297	14748	13035	11140	18646
012050	北海道	室蘭市	女	47438	1465	1584	1836	1807	1755	1809	2127	2626	2933	2561	2523	2696	4332	4165	4115	3532	5572
012068	北海道	釧路市	女	95174	3027	3490	3739	4016	3875	4190	4804	6042	6268	5775	5887	6422	8783	7277	6835	5905	8839
012076	北海道	帯広市	女	88179	3369	3339	3527	3993	4258	4595	4939	5944	6169	5656	5746	5733	7150	6168	5539	4836	7218
012084	北海道	北見市	女	64679	2202	2318	2582	2738	2510	2776	3428	4098	4250	3967	4059	4152	5707	4965	4493	3847	6587
012092	北海道	夕張市	女	5199	86	109	110	132	116	99	147	180	219	227	261	326	490	473	594	599	1008
012106	北海道	岩見沢市	女	46360	1384	1575	1695	1970	1917	1852	2049	2639	2874	2777	3005	3216	4121	3606	3373	3175	5132
012114	北海道	網走市	女	19455	760	740	789	806	931	860	1007	1226	1218	1102	1249	1302	1692	1468	1266	1132	1907
012122	北海道	留萌市	女	12247	422	450	407	451	396	460	591	723	728	685	704	829	1151	1059	1034	849	1308
012131	北海道	苫小牧市	女	89331	3689	3751	3937	3978	3832	4555	5189	6302	6284	5508	5328	5881	7864	6324	5311	4388	7210
012149	北海道	稚内市	女	19067	671	715	787	740	759	825	941	1173	1214	1212	1143	1307	1761	1456	1402	1229	1732
012157	北海道	美唄市	女	12918	271	342	411	525	416	399	511	600	709	686	775	852	1215	1113	1097	1060	1911
012165	北海道	芦別市	女	8617	174	197	256	298	265	213	274	389	407	462	509	546	826	825	751	802	1423
012173	北海道	江別市	女	63277	1843	2315	2776	3266	3384	2565	2843	3770	4271	4391	4492	4563	5316	4549	3896	3447	5590
012181	北海道	赤平市	女	6358	121	144	202	201	168	180	224	278	298	323	403	376	670	556	625	590	999
012190	北海道	紋別市	女	12745	384	413	442	453	463	579	595	681	743	779	803	818	1141	1064	995	919	1473
012203	北海道	士別市	女	11147	297	353	450	443	300	355	451	600	622	654	651	715	988	946	922	878	1504
012211	北海道	名寄市	女	15193	575	601	585	638	667	693	817	936	954	791	866	913	1234	1138	1067	1019	1699
012220	北海道	三笠市	女	5330	100	141	122	192	129	143	155	204	226	238	273	300	498	490	552	554	1007
012238	北海道	根室市	女	14910	481	509	589	659	627	640	655	783	941	962	967	991	1333	1111	1217	1033	1412
012246	北海道	千歳市	女	46848	2254	2261	2240	2287	2455	2879	3205	3698	3572	3023	2767	2633	3401	2823	2465	1976	2909
012254	北海道	滝川市	女	22334	733	694	806	968	911	915	1055	1298	1412	1346	1356	1423	2063	1751	1715	1505	2383
012262	北海道	砂川市	女	9868	282	312	419	356	372	400	417	515	554	550	564	656	833	804	812	749	1257
012271	北海道	歌志内市	女	2192	23	44	64	65	58	52	72	81	87	101	118	136	211	194	223	202	449
012289	北海道	深川市	女	12120	310	328	417	468	414	343	477	592	688	686	686	787	1122	1035	1094	981	1692
012297	北海道	富良野市	女	12439	441	473	579	573	508	485	639	726	830	737	795	822	944	887	839	810	1351
012301	北海道	登別市	女	26609	828	923	1008	1189	999	1068	1197	1621	1714	1514	1483	1644	2476	2311	2066	1760	2808
012319	北海道	恵庭市	女	35289	1335	1548	1675	1861	1796	1702	1971	2446	2542	2310	2193	2202	2821	2374	2112	1815	2586
012335	北海道	伊達市	女	19287	574	706	725	801	675	673	835	1167	1274	1126	1086	1220	1705	1572	1521	1331	2296
012343	北海道	北広島市	女	31091	947	1275	1513	1478	1328	1224	1449	2005	2284	2025	2062	2123	2953	2544	1940	1495	2446
012351	北海道	石狩市	女	30986	1061	1403	1406	1389	1159	1217	1574	2192	2057	1744	1699	2023	3126	2576	1933	1573	2854
012360	北海道	北斗市	女	25497	881	1113	1262	1249	1065	1042	1294	1755	1908	1775	1550	1669	2022	1698	1521	1335	2358
013030	北海道	石狩郡当別町	女	9065	195	278	396	557	451	334	310	404	570	671	708	626	778	704	619	497	946
013048	北海道	石狩郡新篠津村	女	1756	52	58	63	83	66	81	71	104	97	90	87	113	130	122	137	134	263
013315	北海道	松前郡松前町	女	4466	79	93	136	153	73	108	121	191	210	201	234	306	454	446	473	436	730
013323	北海道	松前郡福島町	女	2571	53	60	83	78	71	51	75	93	116	121	145	210	253	248	232	224	426
013331	北海道	上磯郡知内町	女	2519	85	87	93	101	64	84	112	133	128	135	156	184	230	207	192	188	339
013340	北海道	上磯郡木古内町	女	2577	50	52	69	84	52	59	68	100	122	117	142	186	249	229	259	261	456
013374	北海道	亀田郡七飯町	女	15542	533	563	632	682	551	552	697	971	1075	960	949	1072	1357	1191	1046	943	1752
013439	北海道	茅部郡鹿部町	女	2240	65	72	89	94	77	97	78	95	137	126	127	153	225	217	204	146	198
013455	北海道	茅部郡森町	女	9149	269	324	367	346	325	360	428	481	514	545	509	579	887	739	680	606	1190
013463	北海道	二海郡八雲町	女	9329	337	331	357	358	329	368	483	524	533	563	565	606	890	649	612	586	1183
013471	北海道	山越郡長万部町	女	3215	100	83	100	142	86	102	106	140	123	145	205	212	266	218	271	307	565
013617	北海道	檜山郡江差町	女	4486	126	143	172	148	130	166	198	274	289	237	265	286	389	337	353	354	613
013625	北海道	檜山郡上ノ国町	女	2971	67	94	114	124	78	83	108	137	163	162	176	197	275	253	260	236	428
013633	北海道	檜山郡厚沢部町	女	2256	57	69	83	68	62	75	77	109	116	119	120	174	191	173	194	192	374
013641	北海道	爾志郡乙部町	女	2268	63	75	80	99	57	61	69	103	119	105	137	154	206	177	232	182	348
013676	北海道	奥尻郡奥尻町	女	1445	41	43	46	46	36	43	52	72	62	53	98	117	140	111	134	121	225
013706	北海道	瀬棚郡今金町	女	3053	98	86	127	110	90	87	116	152	150	166	191	188	278	234	244	228	507
013714	北海道	久遠郡せたな町	女	4769	105	124	162	178	88	105	187	197	242	220	274	340	409	435	442	386	850
013919	北海道	島牧郡島牧村	女	852	18	18	26	18	18	27	21	41	44	43	45	54	75	61	92	95	155
013927	北海道	寿都郡寿都町	女	1725	50	44	55	61	48	61	77	80	74	69	93	124	140	143	156	121	282
013935	北海道	寿都郡黒松内町	女	1662	54	68	58	76	66	62	60	86	85	82	99	91	124	111	126	102	311
013943	北海道	磯谷郡蘭越町	女	2681	69	81	119	114	62	87	96	141	148	155	172	193	223	217	225	186	387
013951	北海道	虻田郡ニセコ町	女	2421	101	85	94	96	83	109	115	218	191	157	146	138	184	165	141	135	263
013960	北海道	虻田郡真狩村	女	1097	32	37	45	41	35	32	55	65	56	46	72	70	92	94	65	72	186
013978	北海道	虻田郡留寿都村	女	952	39	39	39	41	42	51	59	58	55	47	55	68	66	47	60	48	121
013986	北海道	虻田郡喜茂別町	女	1219	32	35	35	31	44	41	46	67	61	73	63	67	111	88	120	97	193
013994	北海道	虻田郡京極町	女	1667	57	73	57	63	54	47	70	108	116	99	85	102	139	112	123	118	236
014001	北海道	虻田郡倶知安町	女	7871	415	348	325	322	314	449	536	609	582	440	452	472	605	496	466	386	654
014010	北海道	岩内郡共和町	女	3199	140	109	146	139	87	116	161	186	182	180	206	196	246	214	240	218	424
014028	北海道	岩内郡岩内町	女	7514	233	225	292	306	247	265	311	398	458	451	454	478	650	612	649	584	879
014036	北海道	古宇郡泊村	女	971	20	34	46	41	28	33	32	50	55	43	56	49	78	63	76	81	185
014044	北海道	古宇郡神恵内村	女	513	13	19	15	9	4	9	21	27	24	29	31	37	38	42	40	44	111
014052	北海道	積丹郡積丹町	女	1265	21	31	38	31	30	26	27	51	73	57	76	72	129	99	125	141	238
014061	北海道	古平郡古平町	女	1874	41	44	49	45	58	51	63	76	113	104	107	100	147	180	168	192	313
014079	北海道	余市郡仁木町	女	1857	62	49	67	75	53	60	66	79	91	97	92	131	172	154	151	162	275
014087	北海道	余市郡余市町	女	10987	296	344	350	441	363	353	427	533	651	597	658	707	1040	903	882	886	1461
014095	北海道	余市郡赤井川村	女	580	27	25	28	21	14	16	20	37	43	30	29	30	54	47	40	42	69
014231	北海道	空知郡南幌町	女	4349	108	119	156	244	218	181	147	178	272	323	418	338	363	281	283	269	414
014249	北海道	空知郡奈井江町	女	3172	65	73	129	120	87	89	98	161	181	171	192	192	289	264	277	270	509
014257	北海道	空知郡上砂川町	女	1988	32	54	57	79	53	45	53	96	76	81	84	113	170	178	219	223	366
014273	北海道	夕張郡由仁町	女	2989	80	82	107	128	103	82	100	146	150	167	182	193	261	239	269	248	445
014281	北海道	夕張郡長沼町	女	6059	177	212	215	285	235	245	244	286	365	353	389	406	507	488	439	450	759
014290	北海道	夕張郡栗山町	女	6911	222	207	254	295	263	254	290	355	405	352	384	426	590	565	598	510	941
014303	北海道	樺戸郡月形町	女	1852	49	39	52	72	80	67	67	84	88	100	104	112	151	137	154	151	341
014311	北海道	樺戸郡浦臼町	女	1091	29	25	38	39	29	19	34	61	50	59	59	66	115	84	79	110	194
014320	北海道	樺戸郡新十津川町	女	3740	109	127	172	157	101	123	132	191	227	224	217	243	301	328	303	296	484
014338	北海道	雨竜郡妹背牛町	女	1759	43	45	52	67	45	53	47	68	99	85	72	124	175	174	150	169	291
014346	北海道	雨竜郡秩父別町	女	1391	39	39	41	52	55	52	43	53	81	70	81	83	107	116	100	140	237
014362	北海道	雨竜郡雨竜町	女	1457	40	33	52	82	53	35	57	77	69	80	89	95	114	107	117	125	230
014371	北海道	雨竜郡北竜町	女	1085	27	33	37	51	27	26	39	36	54	57	55	76	82	95	99	93	196
014389	北海道	雨竜郡沼田町	女	1804	43	50	66	56	66	60	57	79	95	98	100	118	152	148	154	145	317
014524	北海道	上川郡鷹栖町	女	3856	100	199	214	168	127	107	169	263	261	242	231	236	316	292	241	251	437
014532	北海道	上川郡東神楽町	女	5285	205	243	354	275	192	222	250	351	438	384	362	332	365	314	295	273	428
014541	北海道	上川郡当麻町	女	3765	112	120	162	145	120	112	134	167	209	209	217	237	307	301	300	322	590
014559	北海道	上川郡比布町	女	2108	60	71	70	80	61	66	81	91	111	130	115	137	175	171	178	192	317
014567	北海道	上川郡愛別町	女	1685	31	50	60	58	44	49	61	77	89	79	66	114	151	149	152	152	278
014575	北海道	上川郡上川町	女	2151	60	65	86	74	56	75	76	92	96	91	111	128	204	190	195	225	309
014583	北海道	上川郡東川町	女	4233	144	178	210	230	135	127	171	273	272	262	223	229	356	328	302	236	512
014591	北海道	上川郡美瑛町	女	5649	165	194	232	194	177	183	225	303	320	362	338	360	448	444	451	438	797
014605	北海道	空知郡上富良野町	女	5726	221	258	280	255	215	244	309	353	354	336	295	351	463	410	393	406	563
014613	北海道	空知郡中富良野町	女	2834	122	122	107	127	103	86	119	165	152	175	181	177	221	179	206	228	353
014621	北海道	空知郡南富良野町	女	1358	43	37	43	50	68	74	55	80	67	87	79	77	101	86	94	95	218
014630	北海道	勇払郡占冠村	女	620	16	22	29	17	36	45	39	39	47	36	41	41	43	37	34	38	60
014648	北海道	上川郡和寒町	女	2031	60	73	68	56	44	54	74	86	100	91	105	130	174	167	184	171	392
014656	北海道	上川郡剣淵町	女	1806	37	59	59	83	56	66	72	82	102	95	103	132	166	146	133	138	277
014681	北海道	上川郡下川町	女	1865	50	69	60	55	44	43	78	107	95	84	101	124	172	147	172	143	316
014699	北海道	中川郡美深町	女	2472	63	69	81	101	53	76	106	127	137	126	150	165	224	188	206	221	376
014702	北海道	中川郡音威子府村	女	417	12	10	7	92	7	15	10	14	10	19	23	44	32	24	29	29	38
014711	北海道	中川郡中川町	女	869	27	23	27	30	24	26	38	39	47	41	58	55	78	71	76	77	131
014729	北海道	雨竜郡幌加内町	女	830	20	31	44	41	13	29	32	46	41	38	39	56	69	69	71	80	110
014818	北海道	増毛郡増毛町	女	2727	52	78	78	76	67	73	93	110	146	102	156	166	256	215	234	236	527
014826	北海道	留萌郡小平町	女	1839	46	47	56	66	57	61	81	97	114	91	99	123	156	151	164	142	275
014834	北海道	苫前郡苫前町	女	1839	60	54	62	70	48	57	58	87	94	99	95	115	152	134	183	143	319
014842	北海道	苫前郡羽幌町	女	4041	121	123	136	141	84	125	151	173	235	189	203	278	388	373	343	344	631
014851	北海道	苫前郡初山別村	女	713	20	18	30	24	29	26	14	34	40	49	42	51	54	53	57	65	107
014869	北海道	天塩郡遠別町	女	1532	46	42	56	55	43	45	57	59	79	81	92	114	136	116	130	138	225
014877	北海道	天塩郡天塩町	女	1708	56	76	58	65	42	60	86	89	86	89	111	115	165	128	123	106	242
015113	北海道	宗谷郡猿払村	女	1456	72	84	80	52	79	98	71	81	84	87	95	111	94	79	61	68	160
015121	北海道	枝幸郡浜頓別町	女	2063	62	73	79	87	64	66	93	107	118	92	115	163	188	156	145	122	257
015130	北海道	枝幸郡中頓別町	女	962	22	19	43	33	24	21	35	50	50	52	50	72	97	82	77	61	169
015148	北海道	枝幸郡枝幸町	女	4669	136	182	194	187	154	177	180	261	273	259	301	319	426	341	352	312	545
015164	北海道	天塩郡豊富町	女	2096	67	75	79	81	52	81	105	120	105	125	146	159	204	136	140	128	280
015172	北海道	礼文郡礼文町	女	1440	52	41	41	53	52	50	70	68	49	74	96	115	140	90	109	102	217
015181	北海道	利尻郡利尻町	女	1183	24	48	44	32	29	37	34	64	62	52	67	85	96	93	101	100	211
015199	北海道	利尻郡利尻富士町	女	1458	51	53	47	39	30	44	64	76	68	78	90	92	120	102	103	120	265
015202	北海道	天塩郡幌延町	女	1256	72	42	47	40	38	67	73	81	63	64	78	95	113	80	83	77	132
015431	北海道	網走郡美幌町	女	10872	392	388	461	420	365	435	543	561	649	645	733	693	951	838	796	778	1205
015440	北海道	網走郡津別町	女	2772	64	65	79	113	79	59	79	138	110	151	153	166	262	250	272	257	466
015458	北海道	斜里郡斜里町	女	6297	255	247	209	240	210	259	295	395	338	374	369	425	581	447	468	396	725
015466	北海道	斜里郡清里町	女	2251	83	70	82	104	75	73	103	117	120	100	143	147	177	167	180	182	325
015474	北海道	斜里郡小清水町	女	2765	89	101	110	94	95	100	122	143	137	159	176	170	247	204	201	210	390
015491	北海道	常呂郡訓子府町	女	2832	120	100	115	113	85	96	101	149	159	138	193	183	237	231	205	202	389
015504	北海道	常呂郡置戸町	女	1712	46	49	44	69	46	54	72	69	90	71	95	104	157	145	144	146	308
015521	北海道	常呂郡佐呂間町	女	3059	102	111	115	112	95	88	109	134	160	141	166	199	267	237	207	238	451
015555	北海道	紋別郡遠軽町	女	11214	395	385	465	425	370	420	534	611	637	587	645	693	951	881	897	847	1424
015598	北海道	紋別郡湧別町	女	5107	130	185	205	216	155	151	209	235	286	244	312	346	419	389	381	377	758
015601	北海道	紋別郡滝上町	女	1522	37	37	40	34	42	45	47	67	63	74	104	101	146	126	120	150	279
015610	北海道	紋別郡興部町	女	2149	74	74	85	95	88	93	106	116	127	109	137	148	176	158	172	155	236
015628	北海道	紋別郡西興部村	女	607	17	16	22	27	20	34	33	39	26	30	44	28	40	25	48	47	108
015636	北海道	紋別郡雄武町	女	2508	88	74	83	105	90	116	130	107	152	140	166	167	206	193	189	202	300
015644	北海道	網走郡大空町	女	4044	158	150	159	178	143	129	167	199	257	212	266	282	343	298	286	248	559
015717	北海道	虻田郡豊浦町	女	2310	81	61	100	77	117	82	105	100	132	122	136	154	195	157	168	174	339
015750	北海道	有珠郡壮瞥町	女	1445	38	60	46	56	47	46	73	69	62	78	92	77	145	106	119	105	221
015784	北海道	白老郡白老町	女	9780	223	261	321	415	298	275	349	441	559	519	535	664	991	1010	932	745	1242
015814	北海道	勇払郡厚真町	女	2412	73	88	86	99	80	87	90	109	118	129	152	152	195	184	202	207	354
015849	北海道	虻田郡洞爺湖町	女	5256	107	152	163	212	222	183	208	242	303	280	320	344	463	436	457	410	754
015857	北海道	勇払郡安平町	女	4398	145	164	169	191	162	152	170	230	298	228	272	245	350	383	333	309	586
015865	北海道	勇払郡むかわ町	女	4683	128	157	180	199	155	149	157	224	247	244	270	336	434	395	390	361	657
016012	北海道	沙流郡日高町	女	6615	221	272	253	267	223	252	312	416	365	345	408	446	587	503	477	439	829
016021	北海道	沙流郡平取町	女	2824	97	106	104	132	115	96	106	158	179	170	159	176	248	230	192	199	357
016047	北海道	新冠郡新冠町	女	2994	116	141	122	127	109	117	127	195	204	148	170	197	234	192	185	176	434
016071	北海道	浦河郡浦河町	女	6905	216	245	301	314	272	292	315	420	427	453	404	456	607	498	487	407	791
016080	北海道	様似郡様似町	女	2528	77	65	90	103	75	68	94	126	130	148	162	192	238	198	193	189	372
016098	北海道	幌泉郡えりも町	女	2636	121	113	113	121	80	127	118	138	136	131	169	211	215	182	175	161	302
016101	北海道	日高郡新ひだか町	女	12706	480	473	508	573	463	517	639	746	771	812	749	755	1074	954	940	867	1385
016314	北海道	河東郡音更町	女	23888	971	1147	1211	1185	960	1089	1332	1713	1790	1583	1464	1377	1805	1551	1419	1206	2085
016322	北海道	河東郡士幌町	女	3344	120	157	160	130	122	153	153	182	192	167	189	262	269	221	194	196	458
016331	北海道	河東郡上士幌町	女	2598	76	105	105	84	85	103	118	142	112	137	156	170	239	160	224	202	347
016349	北海道	河東郡鹿追町	女	2885	128	141	142	108	131	143	142	191	178	156	177	166	230	170	160	172	320
016357	北海道	上川郡新得町	女	3332	95	92	124	124	140	142	156	178	191	195	186	190	286	255	251	272	455
016365	北海道	上川郡清水町	女	5110	177	172	210	191	193	198	222	272	272	271	297	346	432	429	364	378	652
016373	北海道	河西郡芽室町	女	10091	408	526	568	501	360	393	545	687	707	711	604	587	787	618	590	504	978
016381	北海道	河西郡中札内村	女	2118	97	91	93	124	96	107	92	116	135	147	125	117	142	148	143	111	211
016390	北海道	河西郡更別村	女	1703	62	81	72	90	77	66	85	93	103	113	101	112	124	88	111	108	213
016411	北海道	広尾郡大樹町	女	3034	120	122	107	125	101	130	155	176	157	135	164	197	272	228	213	202	407
016420	北海道	広尾郡広尾町	女	3977	112	143	155	170	104	134	159	210	220	227	252	283	351	317	327	286	503
016438	北海道	中川郡幕別町	女	14457	531	586	708	708	566	575	703	922	1027	886	927	934	1200	1083	937	793	1371
016446	北海道	中川郡池田町	女	3932	91	107	151	193	113	124	140	171	189	229	213	242	362	362	303	342	592
016454	北海道	中川郡豊頃町	女	1785	38	57	70	80	54	62	63	92	82	76	115	128	149	150	131	142	282
016462	北海道	中川郡本別町	女	4023	121	144	129	152	96	114	147	200	211	226	227	262	394	342	346	315	587
016471	北海道	足寄郡足寄町	女	3842	132	135	143	120	123	105	170	195	205	157	243	256	340	312	314	318	568
016489	北海道	足寄郡陸別町	女	1325	39	40	44	52	38	54	41	60	65	76	66	85	106	133	103	106	203
016497	北海道	十勝郡浦幌町	女	2802	92	93	95	101	86	100	98	125	113	163	151	200	268	239	221	224	424
016616	北海道	釧路郡釧路町	女	10642	373	418	471	537	511	551	553	652	716	740	813	758	948	707	633	496	754
016624	北海道	厚岸郡厚岸町	女	5401	170	199	214	228	213	219	240	278	293	329	374	347	460	391	419	431	596
016632	北海道	厚岸郡浜中町	女	3288	124	134	170	133	110	135	178	182	169	208	207	257	277	188	209	189	389
016641	北海道	川上郡標茶町	女	4206	154	176	195	167	133	164	171	215	228	252	247	340	343	287	317	272	516
016659	北海道	川上郡弟子屈町	女	4199	120	163	164	154	121	99	175	220	225	241	299	302	362	386	355	271	529
016675	北海道	阿寒郡鶴居村	女	1274	40	59	57	68	38	36	68	65	83	85	61	93	122	81	90	83	135
016683	北海道	白糠郡白糠町	女	4678	108	125	155	211	138	157	181	201	265	290	303	315	459	402	408	379	573
016918	北海道	野付郡別海町	女	7967	375	424	399	339	324	413	488	515	476	456	525	549	670	515	410	383	706
016926	北海道	標津郡中標津町	女	12425	586	612	643	593	477	675	799	920	912	805	767	801	1009	713	720	560	833
016934	北海道	標津郡標津町	女	2867	116	109	147	152	106	110	132	169	192	173	170	179	242	206	192	188	260
016942	北海道	目梨郡羅臼町	女	2934	115	110	141	133	115	126	150	173	188	208	199	192	233	185	209	183	241
016951	北海道	色丹郡色丹村	女	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
016969	北海道	国後郡泊村	女	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
016977	北海道	国後郡留夜別村	女	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
016985	北海道	択捉郡留別村	女	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
016993	北海道	紗那郡紗那村	女	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
017001	北海道	蘂取郡蘂取村	女	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
020001	青森県		女	719648	23027	25777	30191	33003	27936	30673	35734	41753	45174	44023	46363	50780	60446	50930	47329	47374	78662
022012	青森県	青森市	女	159145	5230	5831	6573	7079	6411	7191	8624	10121	10681	10230	10632	10917	13383	11379	10097	9380	15386
022021	青森県	弘前市	女	96880	2959	3315	3795	4522	4206	4353	4968	5739	6039	6058	6377	6707	7803	6868	6233	6263	10675
022039	青森県	八戸市	女	124303	4493	4828	5554	6004	5096	5700	6528	7649	8700	7963	7983	8487	10075	8916	8060	7402	10865
022047	青森県	黒石市	女	19102	571	624	824	950	821	783	1000	1107	1106	1192	1212	1425	1673	1300	1209	1237	2068
022055	青森県	五所川原市	女	31795	904	1038	1375	1464	1150	1244	1433	1758	1985	2050	2186	2348	2615	2164	2190	2298	3593
022063	青森県	十和田市	女	33708	1123	1261	1503	1611	1261	1383	1598	1986	2110	2114	2086	2437	2983	2468	2129	2162	3493
022071	青森県	三沢市	女	21322	994	1039	1056	1064	961	1112	1321	1503	1498	1392	1257	1290	1501	1172	1135	1103	1924
022080	青森県	むつ市	女	32128	1124	1250	1433	1502	1130	1272	1659	1943	2052	1829	2001	2240	2883	2362	2097	1939	3412
022098	青森県	つがる市	女	18725	502	616	743	790	622	737	819	914	1009	968	1242	1403	1558	1258	1340	1532	2650
022101	青森県	平川市	女	17658	524	622	754	783	659	740	844	976	991	1049	1164	1220	1538	1229	1174	1270	2074
023001	青森県	東津軽郡	女	13282	260	328	376	507	372	405	490	539	618	620	793	1066	1327	1056	1106	1229	2156
023019	青森県	東津軽郡平内町	女	6368	162	189	195	266	221	220	280	286	297	312	406	543	649	482	462	496	888
023035	青森県	東津軽郡今別町	女	1644	12	21	33	49	34	31	43	42	63	59	92	124	165	158	154	205	356
023043	青森県	東津軽郡蓬田村	女	1611	39	53	48	73	41	56	65	74	87	86	106	128	146	115	111	144	238
023078	青森県	東津軽郡外ヶ浜町	女	3659	47	65	100	119	76	98	102	137	171	163	189	271	367	301	379	384	674
023205	青森県	西津軽郡	女	11002	216	290	368	424	304	322	380	444	498	556	666	859	967	865	912	1058	1842
023213	青森県	西津軽郡鰺ヶ沢町	女	6027	128	158	207	244	186	203	218	246	276	339	392	485	523	416	456	550	981
023230	青森県	西津軽郡深浦町	女	4975	88	132	161	180	118	119	162	198	222	217	274	374	444	449	456	508	861
023400	青森県	中津軽郡	女	772	28	11	25	30	21	32	29	35	36	41	48	46	51	51	57	76	155
023434	青森県	中津軽郡西目屋村	女	772	28	11	25	30	21	32	29	35	36	41	48	46	51	51	57	76	155
023604	青森県	南津軽郡	女	18457	508	573	705	763	650	723	795	952	1060	1034	1178	1337	1617	1301	1343	1443	2456
023612	青森県	南津軽郡藤崎町	女	8361	266	288	345	358	345	364	379	474	505	476	544	621	647	557	541	598	1043
023621	青森県	南津軽郡大鰐町	女	5812	105	142	206	240	170	168	219	240	314	318	359	424	551	443	510	523	878
023671	青森県	南津軽郡田舎館村	女	4284	137	143	154	165	135	191	197	238	241	240	275	292	419	301	292	322	535
023809	青森県	北津軽郡	女	22016	557	668	888	961	681	864	886	1054	1159	1306	1377	1641	1870	1644	1585	1853	2972
023817	青森県	北津軽郡板柳町	女	8025	208	246	341	362	272	338	328	399	441	496	519	574	647	598	575	612	1052
023841	青森県	北津軽郡鶴田町	女	7408	216	253	329	352	242	297	320	396	409	425	451	501	605	543	498	599	960
023876	青森県	北津軽郡中泊町	女	6583	133	169	218	247	167	229	238	259	309	385	407	566	618	503	512	642	960
024007	青森県	上北郡	女	52665	1763	2056	2341	2429	1811	2121	2534	2929	3123	2967	3194	3854	4481	3641	3400	3570	6326
024015	青森県	上北郡野辺地町	女	7658	228	265	275	317	229	292	365	394	412	382	505	587	705	601	535	547	985
024023	青森県	上北郡七戸町	女	8836	229	280	331	407	250	287	345	422	468	457	494	678	802	684	642	686	1345
024058	青森県	上北郡六戸町	女	5604	201	231	234	242	189	238	264	336	314	311	323	383	487	383	360	396	712
024066	青森県	上北郡横浜町	女	2495	57	81	120	99	78	76	103	109	135	125	132	190	216	184	213	210	359
024082	青森県	上北郡東北町	女	9926	319	368	427	410	340	389	418	463	556	512	635	723	832	702	665	775	1338
024112	青森県	上北郡六ヶ所村	女	5126	216	233	250	224	233	272	301	362	315	265	303	354	397	280	276	313	532
024121	青森県	上北郡おいらせ町	女	13020	513	598	704	730	492	567	738	843	923	915	802	939	1042	807	709	643	1055
024201	青森県	下北郡	女	8690	300	305	362	385	304	332	394	419	461	443	479	680	770	572	597	680	1190
024236	青森県	下北郡大間町	女	2896	115	112	126	136	95	119	150	168	174	157	161	209	271	200	171	197	326
024244	青森県	下北郡東通村	女	3496	139	122	137	163	147	142	173	160	186	159	191	305	286	192	229	273	486
024252	青森県	下北郡風間浦村	女	1130	24	36	45	42	41	34	32	42	55	57	66	93	101	95	103	97	166
024261	青森県	下北郡佐井村	女	1168	22	35	54	44	21	37	39	49	46	70	61	73	112	85	94	113	212
024406	青森県	三戸郡	女	37998	971	1122	1516	1735	1476	1359	1432	1685	2048	2211	2488	2823	3351	2684	2665	2879	5425
